 20241214-182431,[command] python run_expid.py --config config/DCN_ebnerd_large_x2_tuner_config_doubleq_01 --expid DCN_ebnerd_large_x2_001_27ece7ee --gpu 0,[exp_id] DCN_ebnerd_large_x2_001_27ece7ee,[dataset_id] ebnerd_large_x2_2ada1252,[train] N.A.,[val] avgAUC: 0.684779 - MRR: 0.453192 - NDCG(k=5): 0.514019,[test] 
 20241214-183807,[command] python run_expid.py --config config/DCN_ebnerd_large_x2_tuner_config_doubleq_01 --expid DCN_ebnerd_large_x2_002_d3f87d2a --gpu 0,[exp_id] DCN_ebnerd_large_x2_002_d3f87d2a,[dataset_id] ebnerd_large_x2_2ada1252,[train] N.A.,[val] avgAUC: 0.691123 - MRR: 0.461008 - NDCG(k=5): 0.522311,[test] 
 20241214-185139,[command] python run_expid.py --config config/DCN_ebnerd_large_x2_tuner_config_doubleq_01 --expid DCN_ebnerd_large_x2_003_045ca673 --gpu 0,[exp_id] DCN_ebnerd_large_x2_003_045ca673,[dataset_id] ebnerd_large_x2_2ada1252,[train] N.A.,[val] avgAUC: 0.684282 - MRR: 0.452049 - NDCG(k=5): 0.513763,[test] 
