 20241214-205228,[command] python run_expid.py --config config/DCN_ebnerd_large_x2_tuner_config_doubleq_02 --expid DCN_ebnerd_large_x2_001_c76e9991 --gpu 0,[exp_id] DCN_ebnerd_large_x2_001_c76e9991,[dataset_id] ebnerd_large_x2_7ea969aa,[train] N.A.,[val] avgAUC: 0.685714 - MRR: 0.454175 - NDCG(k=5): 0.516215,[test] 
 20241214-210443,[command] python run_expid.py --config config/DCN_ebnerd_large_x2_tuner_config_doubleq_02 --expid DCN_ebnerd_large_x2_002_a0857f88 --gpu 0,[exp_id] DCN_ebnerd_large_x2_002_a0857f88,[dataset_id] ebnerd_large_x2_7ea969aa,[train] N.A.,[val] avgAUC: 0.684220 - MRR: 0.453615 - NDCG(k=5): 0.513990,[test] 
 20241214-211632,[command] python run_expid.py --config config/DCN_ebnerd_large_x2_tuner_config_doubleq_02 --expid DCN_ebnerd_large_x2_003_6c4df8b8 --gpu 0,[exp_id] DCN_ebnerd_large_x2_003_6c4df8b8,[dataset_id] ebnerd_large_x2_7ea969aa,[train] N.A.,[val] avgAUC: 0.684439 - MRR: 0.457025 - NDCG(k=5): 0.516474,[test] 
